1,1,532.0960693359375,172.71548461914062,75.6878662109375,251.88323974609375,-1,-1,-1,-1
2,1,531.6273193359375,167.8256378173828,76.90087890625,258.7830047607422,-1,-1,-1,-1
3,1,531.1823120117188,165.39529418945312,77.9603271484375,262.3778076171875,-1,-1,-1,-1
4,1,531.0311889648438,164.42916870117188,79.17919921875,262.64947509765625,-1,-1,-1,-1
5,1,530.1583862304688,163.1226043701172,79.5513916015625,262.1178741455078,-1,-1,-1,-1
1,2,360.980224609375,75.71499633789062,213.12408447265625,577.8881530761719,-1,-1,-1,-1
2,2,348.1260070800781,59.0078125,222.28823852539062,609.0330200195312,-1,-1,-1,-1
3,2,335.7349853515625,53.310302734375,227.4237060546875,629.6377563476562,-1,-1,-1,-1
4,2,324.3419189453125,46.4012451171875,230.9593505859375,646.3515625,-1,-1,-1,-1
5,2,306.9543762207031,38.15570068359375,240.99551391601562,663.868408203125,-1,-1,-1,-1
1,3,161.73614501953125,168.0629425048828,88.3604736328125,305.2216033935547,-1,-1,-1,-1
2,3,160.32240295410156,167.59579467773438,87.77752685546875,304.753173828125,-1,-1,-1,-1
3,3,158.02603149414062,167.21664428710938,88.14950561523438,304.9779052734375,-1,-1,-1,-1
4,3,155.18553161621094,167.3651123046875,88.86026000976562,305.00811767578125,-1,-1,-1,-1
5,3,151.35122680664062,166.20132446289062,90.90594482421875,307.171630859375,-1,-1,-1,-1
1,4,637.9732666015625,93.98347473144531,139.590576171875,466.01927185058594,-1,-1,-1,-1
2,4,638.67724609375,95.39837646484375,136.3572998046875,457.793212890625,-1,-1,-1,-1
3,4,637.1676025390625,101.85658264160156,137.3831787109375,465.0693817138672,-1,-1,-1,-1
4,4,633.2120361328125,119.74723815917969,131.347412109375,411.1519317626953,-1,-1,-1,-1
5,4,624.51318359375,122.4930419921875,130.77734375,372.6241455078125,-1,-1,-1,-1
1,5,618.0317993164062,246.18438720703125,44.3367919921875,111.382568359375,-1,-1,-1,-1
2,5,618.5755004882812,245.2516632080078,44.8214111328125,112.00169372558594,-1,-1,-1,-1
3,5,619.451416015625,244.86456298828125,45.2752685546875,112.09930419921875,-1,-1,-1,-1
4,5,619.2310791015625,243.1323699951172,46.831787109375,110.01536560058594,-1,-1,-1,-1
5,5,615.32861328125,235.919677734375,49.9080810546875,114.63092041015625,-1,-1,-1,-1
1,6,374.4910583496094,217.568115234375,51.4515380859375,152.5169677734375,-1,-1,-1,-1
1,7,463.94830322265625,196.47625732421875,74.83966064453125,210.78240966796875,-1,-1,-1,-1
2,7,462.4698791503906,196.70565795898438,75.72439575195312,213.27642822265625,-1,-1,-1,-1
3,7,457.969970703125,197.8543701171875,76.1094970703125,207.49444580078125,-1,-1,-1,-1
4,7,451.2613220214844,200.905029296875,77.37844848632812,202.02734375,-1,-1,-1,-1
5,7,446.574951171875,203.76986694335938,78.1444091796875,198.53094482421875,-1,-1,-1,-1
1,8,694.721435546875,1.0,267.278564453125,721.0,-1,-1,-1,-1
1,9,602.8712768554688,242.8309326171875,36.3936767578125,97.577392578125,-1,-1,-1,-1
2,9,603.5838623046875,239.8831787109375,39.5067138671875,102.77398681640625,-1,-1,-1,-1
3,9,605.7787475585938,239.99105834960938,41.7255859375,104.15771484375,-1,-1,-1,-1
4,9,608.6834716796875,238.0786590576172,42.215576171875,103.75483703613281,-1,-1,-1,-1
1,10,649.5518798828125,232.0074920654297,42.7900390625,109.75364685058594,-1,-1,-1,-1
1,11,407.44818115234375,202.65267944335938,61.6429443359375,168.56640625,-1,-1,-1,-1
2,12,712.3960571289062,1.0,249.60394287109375,721.0,-1,-1,-1,-1
2,13,648.51416015625,239.7766571044922,37.18603515625,108.31980895996094,-1,-1,-1,-1
2,14,657.8875122070312,205.41943359375,56.3255615234375,166.0230712890625,-1,-1,-1,-1
3,15,746.6151123046875,1.0,215.3848876953125,721.0,-1,-1,-1,-1
3,16,389.8310241699219,182.51527404785156,80.70806884765625,232.07652282714844,-1,-1,-1,-1
4,16,392.421875,181.18699645996094,79.661376953125,231.79005432128906,-1,-1,-1,-1
5,16,394.5079345703125,184.35133361816406,77.502685546875,230.6820526123047,-1,-1,-1,-1
